angDist,sobject_id,ra,dec,_RAJ2000,_DEJ2000,Name,n_Name,l_Per,Per,n_Per,f_Per,e,n_e,logg,n_logg,[Fe/H],[C/Fe],[N/Fe],l_[O/Fe],[O/Fe],[Sr/Fe],l_[Ba/Fe],[Ba/Fe],l_[Pb/Fe],[Pb/Fe],SimbadName,_RA,_DE
0.524261,170514003001001,289.631791667,-47.2253333333,289.63158,-47.22531,CS22947-187,,,,,,,,1.3,,-2.49,1.03,,,,0.57,,1.18,,,BPS CS 22947-187,289.63158,-47.22531
